"","n","parameter","estimation"
"839","1000","beta",0.619226138226798
"840","1000","beta",0.458757945766138
"841","1000","beta",0.471108245135514
"842","1000","beta",0.201958472975012
"843","1000","beta",0.683960712649954
"844","1000","beta",0.572016254721098
"845","1000","beta",0.670811932186234
"846","1000","beta",0.535940742011133
"847","1000","beta",0.634409999012115
"848","1000","beta",0.616661541419332
"849","1000","beta",0.475396305572141
"850","1000","beta",0.482662583833434
"851","1000","beta",0.658297848125667
"852","1000","beta",0.298462085097563
"853","1000","beta",0.441523204621979
"854","1000","beta",0.482977843053707
"855","1000","beta",0.483735554494735
"856","1000","beta",0.607907265836329
"857","1000","beta",0.619674086083764
"858","1000","beta",0.578664193754312
"859","1000","beta",0.487685980675166
"860","1000","beta",0.43173625393086
"861","1000","beta",0.696124958874617
"862","1000","beta",0.611040043498256
"863","1000","beta",0.617552120905715
"864","1000","beta",0.602484810411339
"865","1000","beta",0.656274869899817
"866","1000","beta",0.688696564362199
"867","1000","beta",0.552980045757948
"868","1000","beta",0.595853603405187
"869","1000","beta",0.444266847985431
"870","1000","beta",0.510585185948064
"871","1000","beta",0.565414627331727
"872","1000","beta",0.604171004667849
"873","1000","beta",0.538695863096582
"874","1000","beta",0.560937370426533
"875","1000","beta",0.672279282646113
"876","1000","beta",0.58456227930236
"877","1000","beta",0.701853336470874
"878","1000","beta",0.314113081128896
"879","1000","beta",0.59598761825457
"880","1000","beta",0.454333141089195
"881","1000","beta",0.500938137796613
"882","1000","beta",0.642070439306527
"883","1000","beta",0.664938987933076
"884","1000","beta",0.578944995586926
"885","1000","beta",0.560361868777049
"886","1000","beta",0.582695874084089
"887","1000","beta",0.535631563055674
"888","1000","beta",0.665046539784138
"889","1000","beta",0.618940838159503
"890","1000","beta",0.614206239843885
"891","1000","beta",0.559769434703351
"892","1000","beta",0.627437662924198
"893","1000","beta",0.62883079681198
"894","1000","beta",0.578144223353588
"895","1000","beta",0.595947064065579
"896","1000","beta",0.51274603156568
"897","1000","beta",0.517837810813649
"898","1000","beta",0.540556949611599
"899","1000","beta",0.548721467845146
"900","1000","beta",0.60701942519569
"901","1000","theta",2.2315094985621
"902","1000","theta",1.76423027274352
"903","1000","theta",1.75606627343982
"904","1000","theta",2.05647311241977
"905","1000","theta",1.68416290839583
"906","1000","theta",1.17904409694362
"907","1000","theta",2.03341590646953
"908","1000","theta",1.94046951692587
"909","1000","theta",1.76265238676591
"910","1000","theta",2.46419448639775
"911","1000","theta",1.6411040275907
"912","1000","theta",1.1298694486731
"913","1000","theta",2.26628125022393
"914","1000","theta",2.34420421890118
"915","1000","theta",2.64884709365944
"916","1000","theta",1.93475223220563
"917","1000","theta",1.49195062052891
"918","1000","theta",1.76817917639801
"919","1000","theta",1.50664792454338
"920","1000","theta",2.26557691771355
"921","1000","theta",2.1843749030104
"922","1000","theta",2.85505305110646
"923","1000","theta",1.91508987891626
"924","1000","theta",0.995187708403523
"925","1000","theta",2.39637669659894
"926","1000","theta",1.1380827342151
"927","1000","theta",2.03642047146608
"928","1000","theta",3
"929","1000","theta",1.89761589675957
"930","1000","theta",1.79733703391658
"931","1000","theta",2.60588328259433
"932","1000","theta",2.00463284935473
"933","1000","theta",2.01873398368569
"934","1000","theta",2.02791966347384
"935","1000","theta",2.07636971182446
"936","1000","theta",2.05986351421679
"937","1000","theta",1.56436703608768
"938","1000","theta",2.31971871583093
"939","1000","theta",1.70466218958062
"940","1000","theta",2.11970034104408
"941","1000","theta",2.31455355253802
"942","1000","theta",1.69814452764341
"943","1000","theta",1.90680891351492
"944","1000","theta",1.82046723926525
"945","1000","theta",1.96925668330788
"946","1000","theta",1.6733611573353
"947","1000","theta",1.73611881291761
"948","1000","theta",2.3080131398061
"949","1000","theta",1.88252751869352
"950","1000","theta",2.0948814965652
"951","1000","theta",2.18982407921617
"952","1000","theta",0.949948617038301
"953","1000","theta",1.07535787806052
"954","1000","theta",1.18660332920009
"955","1000","theta",2.97985724243569
"956","1000","theta",1.88402196242284
"957","1000","theta",2.10844170553483
"958","1000","theta",1.60863264496339
"959","1000","theta",2.23138494493835
"960","1000","theta",1.91815050601168
"961","1000","theta",1.74246312542482
"962","1000","theta",1.96423535197947
"963","1000","theta",1.63669944883143
"964","1000","theta",1.88706916086937
"965","1000","theta",1.60967850391719
"966","1000","theta",2.29226793704571
"967","1000","theta",2.32028699771043
"968","1000","theta",2.02033536176632
"969","1000","theta",1.68609082441999
"970","1000","theta",0.990278194991681
"971","1000","theta",1.48765099043384
"972","1000","theta",2.1335650516453
"973","1000","theta",2.44896308856228
"974","1000","theta",1.6298067672273
"975","1000","theta",2.67948661807914
"976","1000","theta",1.62901399133661
"977","1000","theta",1.97776226244137
"978","1000","theta",1.11335010787515
"979","1000","theta",1.45837526822842
"980","1000","theta",3
"981","1000","theta",3
"982","1000","theta",1.99792795723076
"983","1000","theta",1.97695115637143
"984","1000","theta",1.98351669811753
"985","1000","theta",1.86227016550232
"986","1000","theta",1.46632901922304
"987","1000","theta",2.1683251316383
"988","1000","theta",1.84253850733827
"989","1000","theta",2.27707127348729
"990","1000","theta",1.76093967873695
"991","1000","theta",2.07957822220462
"992","1000","theta",2.04532624244806
"993","1000","theta",2.52768121208675
"994","1000","theta",1.61933794941414
"995","1000","theta",2.22457786677849
"996","1000","theta",2.99594862106272
"997","1000","theta",1.6505673944226
"998","1000","theta",1.62697535168007
"999","1000","theta",1.82196037251145
"1000","1000","theta",2.23225572144351
